Relative density,Number of polygonal cells,Mean of cell edge number,Variance of cell edge number,Skewness of cell edge number,Kurtosis of cell edge number,Mean of cell area,Variance of cell area,Skewness of cell area,Kurtosis of cell area,Mean of cell compactness,Variance of cell compactness,Skewness of cell compactness,Kurtosis of cell compactness,Mean of cell eccentricity,Variance of cell eccentricity,Skewness of cell eccentricity,Kurtosis of cell eccentricity,Mean of strut length,Variance of strut length,Skewness of strut length,Kurtosis of strut length,Mean of strut orientation,Variance of strut orientation,Skewness of strut orientation,Kurtosis of strut orientation,Mean of nodal connectivity,Variance of nodal connectivity,Skewness of nodal connectivity,Kurtosis of nodal connectivity,Mean of neighboring seed distance,Variance of neighboring seed distance,Skewness of neighboring seed distance,Kurtosis of neighboring seed distance,Mean of neighboring seed angle sine,Variance of neighboring seed angle sine,Skewness of neighboring seed angle sine,Kurtosis of neighboring seed angle sine,Mean of neighboring seed angle cosine,Variance of neighboring seed angle cosine,Skewness of neighboring seed angle cosine,Kurtosis of neighboring seed angle cosine,Relative stiffness
0.01,1502,5.3628,4.9322,0.77673,2.3401,0.0004261,1.48E-07,0.74146,1.7776,0.75028,0.017938,0.24338,1.4727,0.85087,0.010456,-1.0736,4.0791,0.01387,3.25E-05,-0.78914,2.4432,46.629,646.56,0.4527,2.053,3.2051,0.16308,1.461,3.1344,0.014198,2.30E-05,0.39044,1.6593,0.0010418,0.011575,0.052687,3.0456,0.00020122,0.0054499,-0.090202,3.0169,8.36E-06
0.05,1502,5.3628,4.9322,0.77673,2.3401,0.0004261,1.48E-07,0.74146,1.7776,0.75028,0.017938,0.24338,1.4727,0.85087,0.010456,-1.0736,4.0791,0.01387,3.25E-05,-0.78914,2.4432,46.629,646.56,0.4527,2.053,3.2051,0.16308,1.461,3.1344,0.014198,2.30E-05,0.39044,1.6593,0.0010418,0.011575,0.052687,3.0456,0.00020122,0.0054499,-0.090202,3.0169,0.0010015
0.1,1502,5.3628,4.9322,0.77673,2.3401,0.0004261,1.48E-07,0.74146,1.7776,0.75028,0.017938,0.24338,1.4727,0.85087,0.010456,-1.0736,4.0791,0.01387,3.25E-05,-0.78914,2.4432,46.629,646.56,0.4527,2.053,3.2051,0.16308,1.461,3.1344,0.014198,2.30E-05,0.39044,1.6593,0.0010418,0.011575,0.052687,3.0456,0.00020122,0.0054499,-0.090202,3.0169,0.0067608
0.15,1502,5.3628,4.9322,0.77673,2.3401,0.0004261,1.48E-07,0.74146,1.7776,0.75028,0.017938,0.24338,1.4727,0.85087,0.010456,-1.0736,4.0791,0.01387,3.25E-05,-0.78914,2.4432,46.629,646.56,0.4527,2.053,3.2051,0.16308,1.461,3.1344,0.014198,2.30E-05,0.39044,1.6593,0.0010418,0.011575,0.052687,3.0456,0.00020122,0.0054499,-0.090202,3.0169,0.018116
0.2,1502,5.3628,4.9322,0.77673,2.3401,0.0004261,1.48E-07,0.74146,1.7776,0.75028,0.017938,0.24338,1.4727,0.85087,0.010456,-1.0736,4.0791,0.01387,3.25E-05,-0.78914,2.4432,46.629,646.56,0.4527,2.053,3.2051,0.16308,1.461,3.1344,0.014198,2.30E-05,0.39044,1.6593,0.0010418,0.011575,0.052687,3.0456,0.00020122,0.0054499,-0.090202,3.0169,0.033711
0.01,670,5.4179,4.1569,0.75762,2.6291,0.00094182,7.30E-07,1.0454,2.9311,0.75909,0.016164,0.060628,1.5618,0.82803,0.01326,-0.79167,3.2474,0.020528,7.57E-05,-0.40596,2.6294,47.528,660.66,0.40528,2.0007,3.1594,0.13412,1.8607,4.4624,0.022363,4.71E-05,0.29277,1.9703,-0.0028932,0.0095116,-0.081099,3.2887,0.00098641,0.00516,0.15131,3.0374,5.88E-06
0.05,670,5.4179,4.1569,0.75762,2.6291,0.00094182,7.30E-07,1.0454,2.9311,0.75909,0.016164,0.060628,1.5618,0.82803,0.01326,-0.79167,3.2474,0.020528,7.57E-05,-0.40596,2.6294,47.528,660.66,0.40528,2.0007,3.1594,0.13412,1.8607,4.4624,0.022363,4.71E-05,0.29277,1.9703,-0.0028932,0.0095116,-0.081099,3.2887,0.00098641,0.00516,0.15131,3.0374,0.000715
0.1,670,5.4179,4.1569,0.75762,2.6291,0.00094182,7.30E-07,1.0454,2.9311,0.75909,0.016164,0.060628,1.5618,0.82803,0.01326,-0.79167,3.2474,0.020528,7.57E-05,-0.40596,2.6294,47.528,660.66,0.40528,2.0007,3.1594,0.13412,1.8607,4.4624,0.022363,4.71E-05,0.29277,1.9703,-0.0028932,0.0095116,-0.081099,3.2887,0.00098641,0.00516,0.15131,3.0374,0.0050305
0.15,670,5.4179,4.1569,0.75762,2.6291,0.00094182,7.30E-07,1.0454,2.9311,0.75909,0.016164,0.060628,1.5618,0.82803,0.01326,-0.79167,3.2474,0.020528,7.57E-05,-0.40596,2.6294,47.528,660.66,0.40528,2.0007,3.1594,0.13412,1.8607,4.4624,0.022363,4.71E-05,0.29277,1.9703,-0.0028932,0.0095116,-0.081099,3.2887,0.00098641,0.00516,0.15131,3.0374,0.014134
0.2,670,5.4179,4.1569,0.75762,2.6291,0.00094182,7.30E-07,1.0454,2.9311,0.75909,0.016164,0.060628,1.5618,0.82803,0.01326,-0.79167,3.2474,0.020528,7.57E-05,-0.40596,2.6294,47.528,660.66,0.40528,2.0007,3.1594,0.13412,1.8607,4.4624,0.022363,4.71E-05,0.29277,1.9703,-0.0028932,0.0095116,-0.081099,3.2887,0.00098641,0.00516,0.15131,3.0374,0.027447
0.01,1237,5.5133,2.03,0.83444,2.7477,0.00052485,7.01E-08,0.65616,1.5179,0.77395,0.0085361,0.3388,1.5698,0.74189,0.010162,0.1394,2.3442,0.016195,5.42E-05,-0.33455,1.917,52.56,649.66,0.3435,1.4429,3.14,0.12042,2.0756,5.3079,0.018536,6.92E-06,0.49293,2.1816,0.0013472,0.0058181,-0.027184,3.701,0.00057913,0.0042311,0.08993,2.7165,7.75E-06
0.05,1237,5.5133,2.03,0.83444,2.7477,0.00052485,7.01E-08,0.65616,1.5179,0.77395,0.0085361,0.3388,1.5698,0.74189,0.010162,0.1394,2.3442,0.016195,5.42E-05,-0.33455,1.917,52.56,649.66,0.3435,1.4429,3.14,0.12042,2.0756,5.3079,0.018536,6.92E-06,0.49293,2.1816,0.0013472,0.0058181,-0.027184,3.701,0.00057913,0.0042311,0.08993,2.7165,0.00091413
0.1,1237,5.5133,2.03,0.83444,2.7477,0.00052485,7.01E-08,0.65616,1.5179,0.77395,0.0085361,0.3388,1.5698,0.74189,0.010162,0.1394,2.3442,0.016195,5.42E-05,-0.33455,1.917,52.56,649.66,0.3435,1.4429,3.14,0.12042,2.0756,5.3079,0.018536,6.92E-06,0.49293,2.1816,0.0013472,0.0058181,-0.027184,3.701,0.00057913,0.0042311,0.08993,2.7165,0.006031
0.15,1237,5.5133,2.03,0.83444,2.7477,0.00052485,7.01E-08,0.65616,1.5179,0.77395,0.0085361,0.3388,1.5698,0.74189,0.010162,0.1394,2.3442,0.016195,5.42E-05,-0.33455,1.917,52.56,649.66,0.3435,1.4429,3.14,0.12042,2.0756,5.3079,0.018536,6.92E-06,0.49293,2.1816,0.0013472,0.0058181,-0.027184,3.701,0.00057913,0.0042311,0.08993,2.7165,0.01581
0.2,1237,5.5133,2.03,0.83444,2.7477,0.00052485,7.01E-08,0.65616,1.5179,0.77395,0.0085361,0.3388,1.5698,0.74189,0.010162,0.1394,2.3442,0.016195,5.42E-05,-0.33455,1.917,52.56,649.66,0.3435,1.4429,3.14,0.12042,2.0756,5.3079,0.018536,6.92E-06,0.49293,2.1816,0.0013472,0.0058181,-0.027184,3.701,0.00057913,0.0042311,0.08993,2.7165,0.028898
0.01,910,5.5516,2.2168,0.87121,2.8775,0.00068567,1.26E-07,0.77105,1.9505,0.77362,0.0087224,0.25243,1.6741,0.74675,0.011325,0.11264,2.2976,0.018369,7.19E-05,-0.27383,1.9199,52.459,630.05,0.36159,1.4738,3.1283,0.11188,2.2234,5.9433,0.021002,9.61E-06,0.51681,2.5122,0.00055653,0.0064675,-0.010683,3.442,0.00010916,0.0039698,-0.013328,3.0256,7.24E-06
0.05,910,5.5516,2.2168,0.87121,2.8775,0.00068567,1.26E-07,0.77105,1.9505,0.77362,0.0087224,0.25243,1.6741,0.74675,0.011325,0.11264,2.2976,0.018369,7.19E-05,-0.27383,1.9199,52.459,630.05,0.36159,1.4738,3.1283,0.11188,2.2234,5.9433,0.021002,9.61E-06,0.51681,2.5122,0.00055653,0.0064675,-0.010683,3.442,0.00010916,0.0039698,-0.013328,3.0256,0.00085856
0.1,910,5.5516,2.2168,0.87121,2.8775,0.00068567,1.26E-07,0.77105,1.9505,0.77362,0.0087224,0.25243,1.6741,0.74675,0.011325,0.11264,2.2976,0.018369,7.19E-05,-0.27383,1.9199,52.459,630.05,0.36159,1.4738,3.1283,0.11188,2.2234,5.9433,0.021002,9.61E-06,0.51681,2.5122,0.00055653,0.0064675,-0.010683,3.442,0.00010916,0.0039698,-0.013328,3.0256,0.0057328
0.15,910,5.5516,2.2168,0.87121,2.8775,0.00068567,1.26E-07,0.77105,1.9505,0.77362,0.0087224,0.25243,1.6741,0.74675,0.011325,0.11264,2.2976,0.018369,7.19E-05,-0.27383,1.9199,52.459,630.05,0.36159,1.4738,3.1283,0.11188,2.2234,5.9433,0.021002,9.61E-06,0.51681,2.5122,0.00055653,0.0064675,-0.010683,3.442,0.00010916,0.0039698,-0.013328,3.0256,0.015184
0.2,910,5.5516,2.2168,0.87121,2.8775,0.00068567,1.26E-07,0.77105,1.9505,0.77362,0.0087224,0.25243,1.6741,0.74675,0.011325,0.11264,2.2976,0.018369,7.19E-05,-0.27383,1.9199,52.459,630.05,0.36159,1.4738,3.1283,0.11188,2.2234,5.9433,0.021002,9.61E-06,0.51681,2.5122,0.00055653,0.0064675,-0.010683,3.442,0.00010916,0.0039698,-0.013328,3.0256,0.027941
0.01,1279,5.6028,2.6449,0.69222,2.693,0.00050801,8.94E-08,0.89506,2.6368,0.77467,0.010273,-0.017907,1.8298,0.76476,0.012623,-0.15731,2.3895,0.015415,4.96E-05,-0.28376,1.9617,52.262,633.14,0.3474,1.5121,3.1227,0.10766,2.3006,6.2928,0.0177,9.22E-06,0.30632,2.614,-0.0011722,0.0071648,0.059926,3.5082,0.00031196,0.003781,0.013051,3.0387,5.98E-06
0.05,1279,5.6028,2.6449,0.69222,2.693,0.00050801,8.94E-08,0.89506,2.6368,0.77467,0.010273,-0.017907,1.8298,0.76476,0.012623,-0.15731,2.3895,0.015415,4.96E-05,-0.28376,1.9617,52.262,633.14,0.3474,1.5121,3.1227,0.10766,2.3006,6.2928,0.0177,9.22E-06,0.30632,2.614,-0.0011722,0.0071648,0.059926,3.5082,0.00031196,0.003781,0.013051,3.0387,0.00072231
0.1,1279,5.6028,2.6449,0.69222,2.693,0.00050801,8.94E-08,0.89506,2.6368,0.77467,0.010273,-0.017907,1.8298,0.76476,0.012623,-0.15731,2.3895,0.015415,4.96E-05,-0.28376,1.9617,52.262,633.14,0.3474,1.5121,3.1227,0.10766,2.3006,6.2928,0.0177,9.22E-06,0.30632,2.614,-0.0011722,0.0071648,0.059926,3.5082,0.00031196,0.003781,0.013051,3.0387,0.0050261
0.15,1279,5.6028,2.6449,0.69222,2.693,0.00050801,8.94E-08,0.89506,2.6368,0.77467,0.010273,-0.017907,1.8298,0.76476,0.012623,-0.15731,2.3895,0.015415,4.96E-05,-0.28376,1.9617,52.262,633.14,0.3474,1.5121,3.1227,0.10766,2.3006,6.2928,0.0177,9.22E-06,0.30632,2.614,-0.0011722,0.0071648,0.059926,3.5082,0.00031196,0.003781,0.013051,3.0387,0.013872
0.2,1279,5.6028,2.6449,0.69222,2.693,0.00050801,8.94E-08,0.89506,2.6368,0.77467,0.010273,-0.017907,1.8298,0.76476,0.012623,-0.15731,2.3895,0.015415,4.96E-05,-0.28376,1.9617,52.262,633.14,0.3474,1.5121,3.1227,0.10766,2.3006,6.2928,0.0177,9.22E-06,0.30632,2.614,-0.0011722,0.0071648,0.059926,3.5082,0.00031196,0.003781,0.013051,3.0387,0.026384
0.01,908,5.4736,1.6917,0.88224,2.9629,0.0006869,1.58E-08,0.50615,1.9036,0.75596,0.0042293,0.25592,1.882,0.63693,0.01159,0.70895,2.9164,0.019482,9.52E-05,0.11375,2.3652,51.84,628.49,0.37394,1.5061,3.1484,0.14886,2.6093,9.8616,0.021416,7.68E-06,0.7649,2.5028,-0.0010632,0.0060294,0.11194,3.3969,-0.00048743,0.0049474,0.043275,2.7772,5.51E-06
0.05,908,5.4736,1.6917,0.88224,2.9629,0.0006869,1.58E-08,0.50615,1.9036,0.75596,0.0042293,0.25592,1.882,0.63693,0.01159,0.70895,2.9164,0.019482,9.52E-05,0.11375,2.3652,51.84,628.49,0.37394,1.5061,3.1484,0.14886,2.6093,9.8616,0.021416,7.68E-06,0.7649,2.5028,-0.0010632,0.0060294,0.11194,3.3969,-0.00048743,0.0049474,0.043275,2.7772,0.00065509
0.1,908,5.4736,1.6917,0.88224,2.9629,0.0006869,1.58E-08,0.50615,1.9036,0.75596,0.0042293,0.25592,1.882,0.63693,0.01159,0.70895,2.9164,0.019482,9.52E-05,0.11375,2.3652,51.84,628.49,0.37394,1.5061,3.1484,0.14886,2.6093,9.8616,0.021416,7.68E-06,0.7649,2.5028,-0.0010632,0.0060294,0.11194,3.3969,-0.00048743,0.0049474,0.043275,2.7772,0.0044227
0.15,908,5.4736,1.6917,0.88224,2.9629,0.0006869,1.58E-08,0.50615,1.9036,0.75596,0.0042293,0.25592,1.882,0.63693,0.01159,0.70895,2.9164,0.019482,9.52E-05,0.11375,2.3652,51.84,628.49,0.37394,1.5061,3.1484,0.14886,2.6093,9.8616,0.021416,7.68E-06,0.7649,2.5028,-0.0010632,0.0060294,0.11194,3.3969,-0.00048743,0.0049474,0.043275,2.7772,0.011919
0.2,908,5.4736,1.6917,0.88224,2.9629,0.0006869,1.58E-08,0.50615,1.9036,0.75596,0.0042293,0.25592,1.882,0.63693,0.01159,0.70895,2.9164,0.019482,9.52E-05,0.11375,2.3652,51.84,628.49,0.37394,1.5061,3.1484,0.14886,2.6093,9.8616,0.021416,7.68E-06,0.7649,2.5028,-0.0010632,0.0060294,0.11194,3.3969,-0.00048743,0.0049474,0.043275,2.7772,0.02234
0.01,1278,5.4961,1.738,0.79825,2.8502,0.00050331,1.13E-08,0.15581,2.2601,0.75668,0.0045493,0.075219,1.9968,0.63871,0.011846,0.52383,2.7099,0.016564,6.93E-05,0.12443,2.3474,51.827,615.99,0.37558,1.5262,3.1591,0.1632,2.629,10.401,0.018161,5.73E-06,0.58128,2.506,-6.23E-05,0.0065637,-0.11776,3.3545,0.0008119,0.00526,-0.004603,2.6493,4.64E-06
0.05,1278,5.4961,1.738,0.79825,2.8502,0.00050331,1.13E-08,0.15581,2.2601,0.75668,0.0045493,0.075219,1.9968,0.63871,0.011846,0.52383,2.7099,0.016564,6.93E-05,0.12443,2.3474,51.827,615.99,0.37558,1.5262,3.1591,0.1632,2.629,10.401,0.018161,5.73E-06,0.58128,2.506,-6.23E-05,0.0065637,-0.11776,3.3545,0.0008119,0.00526,-0.004603,2.6493,0.00056038
0.1,1278,5.4961,1.738,0.79825,2.8502,0.00050331,1.13E-08,0.15581,2.2601,0.75668,0.0045493,0.075219,1.9968,0.63871,0.011846,0.52383,2.7099,0.016564,6.93E-05,0.12443,2.3474,51.827,615.99,0.37558,1.5262,3.1591,0.1632,2.629,10.401,0.018161,5.73E-06,0.58128,2.506,-6.23E-05,0.0065637,-0.11776,3.3545,0.0008119,0.00526,-0.004603,2.6493,0.0039159
0.15,1278,5.4961,1.738,0.79825,2.8502,0.00050331,1.13E-08,0.15581,2.2601,0.75668,0.0045493,0.075219,1.9968,0.63871,0.011846,0.52383,2.7099,0.016564,6.93E-05,0.12443,2.3474,51.827,615.99,0.37558,1.5262,3.1591,0.1632,2.629,10.401,0.018161,5.73E-06,0.58128,2.506,-6.23E-05,0.0065637,-0.11776,3.3545,0.0008119,0.00526,-0.004603,2.6493,0.010927
0.2,1278,5.4961,1.738,0.79825,2.8502,0.00050331,1.13E-08,0.15581,2.2601,0.75668,0.0045493,0.075219,1.9968,0.63871,0.011846,0.52383,2.7099,0.016564,6.93E-05,0.12443,2.3474,51.827,615.99,0.37558,1.5262,3.1591,0.1632,2.629,10.401,0.018161,5.73E-06,0.58128,2.506,-6.23E-05,0.0065637,-0.11776,3.3545,0.0008119,0.00526,-0.004603,2.6493,0.021063
0.01,1004,5.5239,1.8908,0.92734,3.264,0.00062594,2.75E-08,0.13266,2.6949,0.75501,0.0051819,-0.29746,3.3031,0.63621,0.01342,0.46741,3.0119,0.018334,8.43E-05,0.091152,2.2629,51.43,613.28,0.40056,1.5601,3.1276,0.13251,2.9348,11.963,0.020145,7.29E-06,0.76929,2.9178,-0.0018378,0.0067743,-0.035402,3.1948,0.00046079,0.0047418,-0.067076,2.9447,3.91E-06
0.05,1004,5.5239,1.8908,0.92734,3.264,0.00062594,2.75E-08,0.13266,2.6949,0.75501,0.0051819,-0.29746,3.3031,0.63621,0.01342,0.46741,3.0119,0.018334,8.43E-05,0.091152,2.2629,51.43,613.28,0.40056,1.5601,3.1276,0.13251,2.9348,11.963,0.020145,7.29E-06,0.76929,2.9178,-0.0018378,0.0067743,-0.035402,3.1948,0.00046079,0.0047418,-0.067076,2.9447,0.00047568
0.1,1004,5.5239,1.8908,0.92734,3.264,0.00062594,2.75E-08,0.13266,2.6949,0.75501,0.0051819,-0.29746,3.3031,0.63621,0.01342,0.46741,3.0119,0.018334,8.43E-05,0.091152,2.2629,51.43,613.28,0.40056,1.5601,3.1276,0.13251,2.9348,11.963,0.020145,7.29E-06,0.76929,2.9178,-0.0018378,0.0067743,-0.035402,3.1948,0.00046079,0.0047418,-0.067076,2.9447,0.0033843
0.15,1004,5.5239,1.8908,0.92734,3.264,0.00062594,2.75E-08,0.13266,2.6949,0.75501,0.0051819,-0.29746,3.3031,0.63621,0.01342,0.46741,3.0119,0.018334,8.43E-05,0.091152,2.2629,51.43,613.28,0.40056,1.5601,3.1276,0.13251,2.9348,11.963,0.020145,7.29E-06,0.76929,2.9178,-0.0018378,0.0067743,-0.035402,3.1948,0.00046079,0.0047418,-0.067076,2.9447,0.0096139
0.2,1004,5.5239,1.8908,0.92734,3.264,0.00062594,2.75E-08,0.13266,2.6949,0.75501,0.0051819,-0.29746,3.3031,0.63621,0.01342,0.46741,3.0119,0.018334,8.43E-05,0.091152,2.2629,51.43,613.28,0.40056,1.5601,3.1276,0.13251,2.9348,11.963,0.020145,7.29E-06,0.76929,2.9178,-0.0018378,0.0067743,-0.035402,3.1948,0.00046079,0.0047418,-0.067076,2.9447,0.018803
0.01,612,5.5605,4.2173,0.71847,2.3287,0.0010346,7.98E-07,0.6505,1.5018,0.76059,0.016443,-0.077004,1.8527,0.79727,0.028455,-0.87213,2.8352,0.021016,8.10E-05,-0.21122,2.2488,45.636,615.9,0.26342,2.0494,3.1113,0.099015,2.4716,7.1087,0.023668,5.30E-05,0.076688,1.6583,0.00065196,0.0090311,-0.056398,3.3152,-0.00037104,0.004683,0.077877,3.1931,4.50E-06
0.05,612,5.5605,4.2173,0.71847,2.3287,0.0010346,7.98E-07,0.6505,1.5018,0.76059,0.016443,-0.077004,1.8527,0.79727,0.028455,-0.87213,2.8352,0.021016,8.10E-05,-0.21122,2.2488,45.636,615.9,0.26342,2.0494,3.1113,0.099015,2.4716,7.1087,0.023668,5.30E-05,0.076688,1.6583,0.00065196,0.0090311,-0.056398,3.3152,-0.00037104,0.004683,0.077877,3.1931,0.00055652
0.1,612,5.5605,4.2173,0.71847,2.3287,0.0010346,7.98E-07,0.6505,1.5018,0.76059,0.016443,-0.077004,1.8527,0.79727,0.028455,-0.87213,2.8352,0.021016,8.10E-05,-0.21122,2.2488,45.636,615.9,0.26342,2.0494,3.1113,0.099015,2.4716,7.1087,0.023668,5.30E-05,0.076688,1.6583,0.00065196,0.0090311,-0.056398,3.3152,-0.00037104,0.004683,0.077877,3.1931,0.0040863
0.15,612,5.5605,4.2173,0.71847,2.3287,0.0010346,7.98E-07,0.6505,1.5018,0.76059,0.016443,-0.077004,1.8527,0.79727,0.028455,-0.87213,2.8352,0.021016,8.10E-05,-0.21122,2.2488,45.636,615.9,0.26342,2.0494,3.1113,0.099015,2.4716,7.1087,0.023668,5.30E-05,0.076688,1.6583,0.00065196,0.0090311,-0.056398,3.3152,-0.00037104,0.004683,0.077877,3.1931,0.012018
0.2,612,5.5605,4.2173,0.71847,2.3287,0.0010346,7.98E-07,0.6505,1.5018,0.76059,0.016443,-0.077004,1.8527,0.79727,0.028455,-0.87213,2.8352,0.021016,8.10E-05,-0.21122,2.2488,45.636,615.9,0.26342,2.0494,3.1113,0.099015,2.4716,7.1087,0.023668,5.30E-05,0.076688,1.6583,0.00065196,0.0090311,-0.056398,3.3152,-0.00037104,0.004683,0.077877,3.1931,0.024256
0.01,864,5.6586,4.1417,0.54369,2.088,0.00075049,4.01E-07,0.62008,1.6831,0.76904,0.017353,-0.34507,2.2417,0.80282,0.024755,-0.97477,3.4242,0.017424,5.49E-05,-0.17054,2.4383,46.224,621.65,0.2371,2.0154,3.1105,0.10356,2.8313,11.26,0.01999,3.66E-05,0.0043878,1.7375,0.0015837,0.0079097,0.12176,3.4892,0.00084515,0.0047319,0.0048481,3.379,4.74E-06
0.05,864,5.6586,4.1417,0.54369,2.088,0.00075049,4.01E-07,0.62008,1.6831,0.76904,0.017353,-0.34507,2.2417,0.80282,0.024755,-0.97477,3.4242,0.017424,5.49E-05,-0.17054,2.4383,46.224,621.65,0.2371,2.0154,3.1105,0.10356,2.8313,11.26,0.01999,3.66E-05,0.0043878,1.7375,0.0015837,0.0079097,0.12176,3.4892,0.00084515,0.0047319,0.0048481,3.379,0.00058556
0.1,864,5.6586,4.1417,0.54369,2.088,0.00075049,4.01E-07,0.62008,1.6831,0.76904,0.017353,-0.34507,2.2417,0.80282,0.024755,-0.97477,3.4242,0.017424,5.49E-05,-0.17054,2.4383,46.224,621.65,0.2371,2.0154,3.1105,0.10356,2.8313,11.26,0.01999,3.66E-05,0.0043878,1.7375,0.0015837,0.0079097,0.12176,3.4892,0.00084515,0.0047319,0.0048481,3.379,0.0042836
0.15,864,5.6586,4.1417,0.54369,2.088,0.00075049,4.01E-07,0.62008,1.6831,0.76904,0.017353,-0.34507,2.2417,0.80282,0.024755,-0.97477,3.4242,0.017424,5.49E-05,-0.17054,2.4383,46.224,621.65,0.2371,2.0154,3.1105,0.10356,2.8313,11.26,0.01999,3.66E-05,0.0043878,1.7375,0.0015837,0.0079097,0.12176,3.4892,0.00084515,0.0047319,0.0048481,3.379,0.012526
0.2,864,5.6586,4.1417,0.54369,2.088,0.00075049,4.01E-07,0.62008,1.6831,0.76904,0.017353,-0.34507,2.2417,0.80282,0.024755,-0.97477,3.4242,0.017424,5.49E-05,-0.17054,2.4383,46.224,621.65,0.2371,2.0154,3.1105,0.10356,2.8313,11.26,0.01999,3.66E-05,0.0043878,1.7375,0.0015837,0.0079097,0.12176,3.4892,0.00084515,0.0047319,0.0048481,3.379,0.02511
0.01,1162,5.6695,3.9424,0.54311,2.0603,0.00056036,2.46E-07,0.96855,2.9241,0.77046,0.016217,-0.35042,2.0649,0.78215,0.028393,-0.75627,2.6489,0.014929,4.40E-05,0.21868,3.0519,46.2,639.98,0.21547,2.0049,3.0975,0.088971,2.7678,8.8965,0.017457,2.64E-05,0.0766,1.9998,0.0021716,0.0082648,-0.008665,2.9338,-0.00025832,0.0045788,0.064241,3.2687,4.07E-06
0.05,1162,5.6695,3.9424,0.54311,2.0603,0.00056036,2.46E-07,0.96855,2.9241,0.77046,0.016217,-0.35042,2.0649,0.78215,0.028393,-0.75627,2.6489,0.014929,4.40E-05,0.21868,3.0519,46.2,639.98,0.21547,2.0049,3.0975,0.088971,2.7678,8.8965,0.017457,2.64E-05,0.0766,1.9998,0.0021716,0.0082648,-0.008665,2.9338,-0.00025832,0.0045788,0.064241,3.2687,0.00050501
0.1,1162,5.6695,3.9424,0.54311,2.0603,0.00056036,2.46E-07,0.96855,2.9241,0.77046,0.016217,-0.35042,2.0649,0.78215,0.028393,-0.75627,2.6489,0.014929,4.40E-05,0.21868,3.0519,46.2,639.98,0.21547,2.0049,3.0975,0.088971,2.7678,8.8965,0.017457,2.64E-05,0.0766,1.9998,0.0021716,0.0082648,-0.008665,2.9338,-0.00025832,0.0045788,0.064241,3.2687,0.0037358
0.15,1162,5.6695,3.9424,0.54311,2.0603,0.00056036,2.46E-07,0.96855,2.9241,0.77046,0.016217,-0.35042,2.0649,0.78215,0.028393,-0.75627,2.6489,0.014929,4.40E-05,0.21868,3.0519,46.2,639.98,0.21547,2.0049,3.0975,0.088971,2.7678,8.8965,0.017457,2.64E-05,0.0766,1.9998,0.0021716,0.0082648,-0.008665,2.9338,-0.00025832,0.0045788,0.064241,3.2687,0.011076
0.2,1162,5.6695,3.9424,0.54311,2.0603,0.00056036,2.46E-07,0.96855,2.9241,0.77046,0.016217,-0.35042,2.0649,0.78215,0.028393,-0.75627,2.6489,0.014929,4.40E-05,0.21868,3.0519,46.2,639.98,0.21547,2.0049,3.0975,0.088971,2.7678,8.8965,0.017457,2.64E-05,0.0766,1.9998,0.0021716,0.0082648,-0.008665,2.9338,-0.00025832,0.0045788,0.064241,3.2687,0.022516
0.01,1164,5.6323,2.5078,0.78694,2.6888,0.00055121,7.91E-08,0.55987,1.5941,0.77587,0.0089597,-0.15653,2.1064,0.77604,0.021748,-0.46474,2.3473,0.01622,5.58E-05,-0.06285,1.9983,49.495,586.07,0.17019,1.8653,3.113,0.10409,2.6113,8.4688,0.018362,1.15E-05,0.19098,2.4672,-0.00024123,0.0065644,-0.10157,3.2314,-0.00084759,0.0048083,-0.089711,3.0872,3.37E-06
0.05,1164,5.6323,2.5078,0.78694,2.6888,0.00055121,7.91E-08,0.55987,1.5941,0.77587,0.0089597,-0.15653,2.1064,0.77604,0.021748,-0.46474,2.3473,0.01622,5.58E-05,-0.06285,1.9983,49.495,586.07,0.17019,1.8653,3.113,0.10409,2.6113,8.4688,0.018362,1.15E-05,0.19098,2.4672,-0.00024123,0.0065644,-0.10157,3.2314,-0.00084759,0.0048083,-0.089711,3.0872,0.00041534
0.1,1164,5.6323,2.5078,0.78694,2.6888,0.00055121,7.91E-08,0.55987,1.5941,0.77587,0.0089597,-0.15653,2.1064,0.77604,0.021748,-0.46474,2.3473,0.01622,5.58E-05,-0.06285,1.9983,49.495,586.07,0.17019,1.8653,3.113,0.10409,2.6113,8.4688,0.018362,1.15E-05,0.19098,2.4672,-0.00024123,0.0065644,-0.10157,3.2314,-0.00084759,0.0048083,-0.089711,3.0872,0.0030483
0.15,1164,5.6323,2.5078,0.78694,2.6888,0.00055121,7.91E-08,0.55987,1.5941,0.77587,0.0089597,-0.15653,2.1064,0.77604,0.021748,-0.46474,2.3473,0.01622,5.58E-05,-0.06285,1.9983,49.495,586.07,0.17019,1.8653,3.113,0.10409,2.6113,8.4688,0.018362,1.15E-05,0.19098,2.4672,-0.00024123,0.0065644,-0.10157,3.2314,-0.00084759,0.0048083,-0.089711,3.0872,0.0089934
0.2,1164,5.6323,2.5078,0.78694,2.6888,0.00055121,7.91E-08,0.55987,1.5941,0.77587,0.0089597,-0.15653,2.1064,0.77604,0.021748,-0.46474,2.3473,0.01622,5.58E-05,-0.06285,1.9983,49.495,586.07,0.17019,1.8653,3.113,0.10409,2.6113,8.4688,0.018362,1.15E-05,0.19098,2.4672,-0.00024123,0.0065644,-0.10157,3.2314,-0.00084759,0.0048083,-0.089711,3.0872,0.018248
