Relative density,Number of polygonal cells,Mean of cell edge number,Variance of cell edge number,Skewness of cell edge number,Kurtosis of cell edge number,Mean of cell area,Variance of cell area,Skewness of cell area,Kurtosis of cell area,Mean of cell compactness,Variance of cell compactness,Skewness of cell compactness,Kurtosis of cell compactness,Mean of cell eccentricity,Variance of cell eccentricity,Skewness of cell eccentricity,Kurtosis of cell eccentricity,Mean of strut length,Variance of strut length,Skewness of strut length,Kurtosis of strut length,Mean of strut orientation,Variance of strut orientation,Skewness of strut orientation,Kurtosis of strut orientation,Mean of nodal connectivity,Variance of nodal connectivity,Skewness of nodal connectivity,Kurtosis of nodal connectivity,Mean of neighboring seed distance,Variance of neighboring seed distance,Skewness of neighboring seed distance,Kurtosis of neighboring seed distance,Mean of neighboring seed angle sine,Variance of neighboring seed angle sine,Skewness of neighboring seed angle sine,Kurtosis of neighboring seed angle sine,Mean of neighboring seed angle cosine,Variance of neighboring seed angle cosine,Skewness of neighboring seed angle cosine,Kurtosis of neighboring seed angle cosine,Relative stiffness
0.01,819,5.6081,1.1702,0.30904,2.7235,0.00077637,6.49E-08,0.28524,3.2144,0.77477,0.0051301,-1.3402,6.1577,0.7428,0.023139,-0.36502,2.6647,0.019768,9.46E-05,0.19275,2.2238,45.449,693.24,0.10935,1.8007,3.1083,0.11815,3.383,15.44,0.023212,8.43E-06,-0.037788,3.0753,0.0019992,0.0081938,0.010875,2.8389,-0.0021385,0.0067806,-0.11374,3.1339,2.74E-06
0.05,819,5.6081,1.1702,0.30904,2.7235,0.00077637,6.49E-08,0.28524,3.2144,0.77477,0.0051301,-1.3402,6.1577,0.7428,0.023139,-0.36502,2.6647,0.019768,9.46E-05,0.19275,2.2238,45.449,693.24,0.10935,1.8007,3.1083,0.11815,3.383,15.44,0.023212,8.43E-06,-0.037788,3.0753,0.0019992,0.0081938,0.010875,2.8389,-0.0021385,0.0067806,-0.11374,3.1339,0.00034098
0.1,819,5.6081,1.1702,0.30904,2.7235,0.00077637,6.49E-08,0.28524,3.2144,0.77477,0.0051301,-1.3402,6.1577,0.7428,0.023139,-0.36502,2.6647,0.019768,9.46E-05,0.19275,2.2238,45.449,693.24,0.10935,1.8007,3.1083,0.11815,3.383,15.44,0.023212,8.43E-06,-0.037788,3.0753,0.0019992,0.0081938,0.010875,2.8389,-0.0021385,0.0067806,-0.11374,3.1339,0.0025645
0.15,819,5.6081,1.1702,0.30904,2.7235,0.00077637,6.49E-08,0.28524,3.2144,0.77477,0.0051301,-1.3402,6.1577,0.7428,0.023139,-0.36502,2.6647,0.019768,9.46E-05,0.19275,2.2238,45.449,693.24,0.10935,1.8007,3.1083,0.11815,3.383,15.44,0.023212,8.43E-06,-0.037788,3.0753,0.0019992,0.0081938,0.010875,2.8389,-0.0021385,0.0067806,-0.11374,3.1339,0.0077902
0.2,819,5.6081,1.1702,0.30904,2.7235,0.00077637,6.49E-08,0.28524,3.2144,0.77477,0.0051301,-1.3402,6.1577,0.7428,0.023139,-0.36502,2.6647,0.019768,9.46E-05,0.19275,2.2238,45.449,693.24,0.10935,1.8007,3.1083,0.11815,3.383,15.44,0.023212,8.43E-06,-0.037788,3.0753,0.0019992,0.0081938,0.010875,2.8389,-0.0021385,0.0067806,-0.11374,3.1339,0.01624
0.01,479,5.4864,1.1374,0.43942,2.9546,0.001321,2.45E-07,1.2481,5.8161,0.76382,0.0042868,-0.43223,3.061,0.69027,0.013697,0.14555,2.9283,0.026677,0.00018233,0.19462,2.2553,47.467,705.86,0.42786,1.7453,3.1396,0.18049,3.3488,14.857,0.030246,1.02E-05,0.18627,3.1513,0.0040667,0.012408,-0.020259,2.5829,0.0034628,0.0066788,0.15271,3.2711,4.81E-06
0.05,479,5.4864,1.1374,0.43942,2.9546,0.001321,2.45E-07,1.2481,5.8161,0.76382,0.0042868,-0.43223,3.061,0.69027,0.013697,0.14555,2.9283,0.026677,0.00018233,0.19462,2.2553,47.467,705.86,0.42786,1.7453,3.1396,0.18049,3.3488,14.857,0.030246,1.02E-05,0.18627,3.1513,0.0040667,0.012408,-0.020259,2.5829,0.0034628,0.0066788,0.15271,3.2711,0.00058217
0.1,479,5.4864,1.1374,0.43942,2.9546,0.001321,2.45E-07,1.2481,5.8161,0.76382,0.0042868,-0.43223,3.061,0.69027,0.013697,0.14555,2.9283,0.026677,0.00018233,0.19462,2.2553,47.467,705.86,0.42786,1.7453,3.1396,0.18049,3.3488,14.857,0.030246,1.02E-05,0.18627,3.1513,0.0040667,0.012408,-0.020259,2.5829,0.0034628,0.0066788,0.15271,3.2711,0.0040928
0.15,479,5.4864,1.1374,0.43942,2.9546,0.001321,2.45E-07,1.2481,5.8161,0.76382,0.0042868,-0.43223,3.061,0.69027,0.013697,0.14555,2.9283,0.026677,0.00018233,0.19462,2.2553,47.467,705.86,0.42786,1.7453,3.1396,0.18049,3.3488,14.857,0.030246,1.02E-05,0.18627,3.1513,0.0040667,0.012408,-0.020259,2.5829,0.0034628,0.0066788,0.15271,3.2711,0.0115
0.2,479,5.4864,1.1374,0.43942,2.9546,0.001321,2.45E-07,1.2481,5.8161,0.76382,0.0042868,-0.43223,3.061,0.69027,0.013697,0.14555,2.9283,0.026677,0.00018233,0.19462,2.2553,47.467,705.86,0.42786,1.7453,3.1396,0.18049,3.3488,14.857,0.030246,1.02E-05,0.18627,3.1513,0.0040667,0.012408,-0.020259,2.5829,0.0034628,0.0066788,0.15271,3.2711,0.022328
0.01,933,3.9775,1.9791,0.74323,1.5524,0.00071153,4.03E-07,0.74323,1.5524,0.7031,0.020096,0.74323,1.5524,0.86604,2.03E-08,-0.62955,4.2623,0.025,1.26E-11,0.24502,2.2043,50.038,802.08,0.70258,1.4937,4,0,0,1.2612,0.019331,4.68E-05,0.67888,1.4609,0.0015291,0.030073,-0.072568,2.4508,0.00072177,0.0024156,0.020201,7.7783,0.0028431
0.05,933,3.9775,1.9791,0.74323,1.5524,0.00071153,4.03E-07,0.74323,1.5524,0.7031,0.020096,0.74323,1.5524,0.86604,2.03E-08,-0.62955,4.2623,0.025,1.26E-11,0.24502,2.2043,50.038,802.08,0.70258,1.4937,4,0,0,1.2612,0.019331,4.68E-05,0.67888,1.4609,0.0015291,0.030073,-0.072568,2.4508,0.00072177,0.0024156,0.020201,7.7783,0.014482
0.1,933,3.9775,1.9791,0.74323,1.5524,0.00071153,4.03E-07,0.74323,1.5524,0.7031,0.020096,0.74323,1.5524,0.86604,2.03E-08,-0.62955,4.2623,0.025,1.26E-11,0.24502,2.2043,50.038,802.08,0.70258,1.4937,4,0,0,1.2612,0.019331,4.68E-05,0.67888,1.4609,0.0015291,0.030073,-0.072568,2.4508,0.00072177,0.0024156,0.020201,7.7783,0.029697
0.15,933,3.9775,1.9791,0.74323,1.5524,0.00071153,4.03E-07,0.74323,1.5524,0.7031,0.020096,0.74323,1.5524,0.86604,2.03E-08,-0.62955,4.2623,0.025,1.26E-11,0.24502,2.2043,50.038,802.08,0.70258,1.4937,4,0,0,1.2612,0.019331,4.68E-05,0.67888,1.4609,0.0015291,0.030073,-0.072568,2.4508,0.00072177,0.0024156,0.020201,7.7783,0.045772
0.2,933,3.9775,1.9791,0.74323,1.5524,0.00071153,4.03E-07,0.74323,1.5524,0.7031,0.020096,0.74323,1.5524,0.86604,2.03E-08,-0.62955,4.2623,0.025,1.26E-11,0.24502,2.2043,50.038,802.08,0.70258,1.4937,4,0,0,1.2612,0.019331,4.68E-05,0.67888,1.4609,0.0015291,0.030073,-0.072568,2.4508,0.00072177,0.0024156,0.020201,7.7783,0.062881
0.01,764,4.712,4.3233,1.2197,3.9056,0.00084399,6.03E-07,0.7987,1.8025,0.72152,0.019276,0.59496,1.4769,0.85175,0.0026693,-0.57125,3.0198,0.022626,5.89E-05,-1.6899,4.5084,48.004,793.02,0.59141,1.8029,3.4763,0.24968,0.094969,1.009,0.020214,4.47E-05,0.57842,1.6494,0.0017188,0.013912,0.065619,2.9213,0.00070818,0.00665,0.032317,2.5905,5.20E-05
0.05,764,4.712,4.3233,1.2197,3.9056,0.00084399,6.03E-07,0.7987,1.8025,0.72152,0.019276,0.59496,1.4769,0.85175,0.0026693,-0.57125,3.0198,0.022626,5.89E-05,-1.6899,4.5084,48.004,793.02,0.59141,1.8029,3.4763,0.24968,0.094969,1.009,0.020214,4.47E-05,0.57842,1.6494,0.0017188,0.013912,0.065619,2.9213,0.00070818,0.00665,0.032317,2.5905,0.0042045
0.1,764,4.712,4.3233,1.2197,3.9056,0.00084399,6.03E-07,0.7987,1.8025,0.72152,0.019276,0.59496,1.4769,0.85175,0.0026693,-0.57125,3.0198,0.022626,5.89E-05,-1.6899,4.5084,48.004,793.02,0.59141,1.8029,3.4763,0.24968,0.094969,1.009,0.020214,4.47E-05,0.57842,1.6494,0.0017188,0.013912,0.065619,2.9213,0.00070818,0.00665,0.032317,2.5905,0.017287
0.15,764,4.712,4.3233,1.2197,3.9056,0.00084399,6.03E-07,0.7987,1.8025,0.72152,0.019276,0.59496,1.4769,0.85175,0.0026693,-0.57125,3.0198,0.022626,5.89E-05,-1.6899,4.5084,48.004,793.02,0.59141,1.8029,3.4763,0.24968,0.094969,1.009,0.020214,4.47E-05,0.57842,1.6494,0.0017188,0.013912,0.065619,2.9213,0.00070818,0.00665,0.032317,2.5905,0.0338
0.2,764,4.712,4.3233,1.2197,3.9056,0.00084399,6.03E-07,0.7987,1.8025,0.72152,0.019276,0.59496,1.4769,0.85175,0.0026693,-0.57125,3.0198,0.022626,5.89E-05,-1.6899,4.5084,48.004,793.02,0.59141,1.8029,3.4763,0.24968,0.094969,1.009,0.020214,4.47E-05,0.57842,1.6494,0.0017188,0.013912,0.065619,2.9213,0.00070818,0.00665,0.032317,2.5905,0.051903
0.01,1444,5.2625,4.9754,0.90948,2.923,0.0004443,1.72E-07,0.93043,2.482,0.75005,0.017701,0.25652,1.358,0.82739,0.0069143,-0.73237,4.5823,0.014352,3.37E-05,-0.70186,2.8122,47.912,774.83,0.49274,1.9663,3.2423,0.18369,1.2026,2.4462,0.014975,2.42E-05,0.3256,1.764,-0.0022952,0.011237,-0.019039,3.2162,4.57E-05,0.0049277,-0.023021,3.15,1.10E-05
0.05,1444,5.2625,4.9754,0.90948,2.923,0.0004443,1.72E-07,0.93043,2.482,0.75005,0.017701,0.25652,1.358,0.82739,0.0069143,-0.73237,4.5823,0.014352,3.37E-05,-0.70186,2.8122,47.912,774.83,0.49274,1.9663,3.2423,0.18369,1.2026,2.4462,0.014975,2.42E-05,0.3256,1.764,-0.0022952,0.011237,-0.019039,3.2162,4.57E-05,0.0049277,-0.023021,3.15,0.0012825
0.1,1444,5.2625,4.9754,0.90948,2.923,0.0004443,1.72E-07,0.93043,2.482,0.75005,0.017701,0.25652,1.358,0.82739,0.0069143,-0.73237,4.5823,0.014352,3.37E-05,-0.70186,2.8122,47.912,774.83,0.49274,1.9663,3.2423,0.18369,1.2026,2.4462,0.014975,2.42E-05,0.3256,1.764,-0.0022952,0.011237,-0.019039,3.2162,4.57E-05,0.0049277,-0.023021,3.15,0.0081771
0.15,1444,5.2625,4.9754,0.90948,2.923,0.0004443,1.72E-07,0.93043,2.482,0.75005,0.017701,0.25652,1.358,0.82739,0.0069143,-0.73237,4.5823,0.014352,3.37E-05,-0.70186,2.8122,47.912,774.83,0.49274,1.9663,3.2423,0.18369,1.2026,2.4462,0.014975,2.42E-05,0.3256,1.764,-0.0022952,0.011237,-0.019039,3.2162,4.57E-05,0.0049277,-0.023021,3.15,0.020882
0.2,1444,5.2625,4.9754,0.90948,2.923,0.0004443,1.72E-07,0.93043,2.482,0.75005,0.017701,0.25652,1.358,0.82739,0.0069143,-0.73237,4.5823,0.014352,3.37E-05,-0.70186,2.8122,47.912,774.83,0.49274,1.9663,3.2423,0.18369,1.2026,2.4462,0.014975,2.42E-05,0.3256,1.764,-0.0022952,0.011237,-0.019039,3.2162,4.57E-05,0.0049277,-0.023021,3.15,0.037614
0.01,718,4.663,0.88764,0.71599,1.5126,0.00089939,2.04E-07,0.71599,1.5126,0.74717,0.010132,0.71599,1.5126,0.68433,0.004579,0.71599,1.5126,0.025408,6.75E-05,-0.54135,2.6446,55.278,876.87,0.31728,1.1009,3.4676,0.24921,0.12971,1.0168,0.026265,8.66E-06,0.71599,1.5126,0.0012938,0.020063,-0.010796,1.6105,8.26E-05,0.003266,-0.045926,4.3049,0.0022792
0.05,718,4.663,0.88764,0.71599,1.5126,0.00089939,2.04E-07,0.71599,1.5126,0.74717,0.010132,0.71599,1.5126,0.68433,0.004579,0.71599,1.5126,0.025408,6.75E-05,-0.54135,2.6446,55.278,876.87,0.31728,1.1009,3.4676,0.24921,0.12971,1.0168,0.026265,8.66E-06,0.71599,1.5126,0.0012938,0.020063,-0.010796,1.6105,8.26E-05,0.003266,-0.045926,4.3049,0.011586
0.1,718,4.663,0.88764,0.71599,1.5126,0.00089939,2.04E-07,0.71599,1.5126,0.74717,0.010132,0.71599,1.5126,0.68433,0.004579,0.71599,1.5126,0.025408,6.75E-05,-0.54135,2.6446,55.278,876.87,0.31728,1.1009,3.4676,0.24921,0.12971,1.0168,0.026265,8.66E-06,0.71599,1.5126,0.0012938,0.020063,-0.010796,1.6105,8.26E-05,0.003266,-0.045926,4.3049,0.023805
0.15,718,4.663,0.88764,0.71599,1.5126,0.00089939,2.04E-07,0.71599,1.5126,0.74717,0.010132,0.71599,1.5126,0.68433,0.004579,0.71599,1.5126,0.025408,6.75E-05,-0.54135,2.6446,55.278,876.87,0.31728,1.1009,3.4676,0.24921,0.12971,1.0168,0.026265,8.66E-06,0.71599,1.5126,0.0012938,0.020063,-0.010796,1.6105,8.26E-05,0.003266,-0.045926,4.3049,0.036837
0.2,718,4.663,0.88764,0.71599,1.5126,0.00089939,2.04E-07,0.71599,1.5126,0.74717,0.010132,0.71599,1.5126,0.68433,0.004579,0.71599,1.5126,0.025408,6.75E-05,-0.54135,2.6446,55.278,876.87,0.31728,1.1009,3.4676,0.24921,0.12971,1.0168,0.026265,8.66E-06,0.71599,1.5126,0.0012938,0.020063,-0.010796,1.6105,8.26E-05,0.003266,-0.045926,4.3049,0.050823
0.01,912,4.8706,1.2697,0.90961,2.7079,0.0007075,1.39E-07,0.77402,1.7905,0.75232,0.0099081,0.64152,1.498,0.69661,0.0048684,0.34474,1.7849,0.021569,6.23E-05,-0.66513,2.7581,54.788,843.43,0.31716,1.1344,3.3982,0.23981,0.4161,1.1731,0.022565,6.55E-06,0.67748,1.9452,0.0012538,0.014366,0.056839,2.1812,-0.00011715,0.0050941,-0.053235,2.5574,0.0001289
0.05,912,4.8706,1.2697,0.90961,2.7079,0.0007075,1.39E-07,0.77402,1.7905,0.75232,0.0099081,0.64152,1.498,0.69661,0.0048684,0.34474,1.7849,0.021569,6.23E-05,-0.66513,2.7581,54.788,843.43,0.31716,1.1344,3.3982,0.23981,0.4161,1.1731,0.022565,6.55E-06,0.67748,1.9452,0.0012538,0.014366,0.056839,2.1812,-0.00011715,0.0050941,-0.053235,2.5574,0.0061126
0.1,912,4.8706,1.2697,0.90961,2.7079,0.0007075,1.39E-07,0.77402,1.7905,0.75232,0.0099081,0.64152,1.498,0.69661,0.0048684,0.34474,1.7849,0.021569,6.23E-05,-0.66513,2.7581,54.788,843.43,0.31716,1.1344,3.3982,0.23981,0.4161,1.1731,0.022565,6.55E-06,0.67748,1.9452,0.0012538,0.014366,0.056839,2.1812,-0.00011715,0.0050941,-0.053235,2.5574,0.019304
0.15,912,4.8706,1.2697,0.90961,2.7079,0.0007075,1.39E-07,0.77402,1.7905,0.75232,0.0099081,0.64152,1.498,0.69661,0.0048684,0.34474,1.7849,0.021569,6.23E-05,-0.66513,2.7581,54.788,843.43,0.31716,1.1344,3.3982,0.23981,0.4161,1.1731,0.022565,6.55E-06,0.67748,1.9452,0.0012538,0.014366,0.056839,2.1812,-0.00011715,0.0050941,-0.053235,2.5574,0.033654
0.2,912,4.8706,1.2697,0.90961,2.7079,0.0007075,1.39E-07,0.77402,1.7905,0.75232,0.0099081,0.64152,1.498,0.69661,0.0048684,0.34474,1.7849,0.021569,6.23E-05,-0.66513,2.7581,54.788,843.43,0.31716,1.1344,3.3982,0.23981,0.4161,1.1731,0.022565,6.55E-06,0.67748,1.9452,0.0012538,0.014366,0.056839,2.1812,-0.00011715,0.0050941,-0.053235,2.5574,0.048632
0.01,1533,5.2903,2.2571,0.9151,3.4164,0.00041323,5.59E-08,0.93243,2.6597,0.76314,0.010278,0.32341,1.494,0.71124,0.0072628,0.064008,2.4403,0.014929,4.07E-05,-0.50031,2.2602,53.882,761.76,0.42885,1.3017,3.2204,0.17191,1.3488,2.8193,0.016466,5.54E-06,0.33884,2.5386,0.00051881,0.012442,-0.032562,2.5687,-0.00020165,0.0039383,0.042836,2.7955,1.60E-05
0.05,1533,5.2903,2.2571,0.9151,3.4164,0.00041323,5.59E-08,0.93243,2.6597,0.76314,0.010278,0.32341,1.494,0.71124,0.0072628,0.064008,2.4403,0.014929,4.07E-05,-0.50031,2.2602,53.882,761.76,0.42885,1.3017,3.2204,0.17191,1.3488,2.8193,0.016466,5.54E-06,0.33884,2.5386,0.00051881,0.012442,-0.032562,2.5687,-0.00020165,0.0039383,0.042836,2.7955,0.0017266
0.1,1533,5.2903,2.2571,0.9151,3.4164,0.00041323,5.59E-08,0.93243,2.6597,0.76314,0.010278,0.32341,1.494,0.71124,0.0072628,0.064008,2.4403,0.014929,4.07E-05,-0.50031,2.2602,53.882,761.76,0.42885,1.3017,3.2204,0.17191,1.3488,2.8193,0.016466,5.54E-06,0.33884,2.5386,0.00051881,0.012442,-0.032562,2.5687,-0.00020165,0.0039383,0.042836,2.7955,0.0096852
0.15,1533,5.2903,2.2571,0.9151,3.4164,0.00041323,5.59E-08,0.93243,2.6597,0.76314,0.010278,0.32341,1.494,0.71124,0.0072628,0.064008,2.4403,0.014929,4.07E-05,-0.50031,2.2602,53.882,761.76,0.42885,1.3017,3.2204,0.17191,1.3488,2.8193,0.016466,5.54E-06,0.33884,2.5386,0.00051881,0.012442,-0.032562,2.5687,-0.00020165,0.0039383,0.042836,2.7955,0.022328
0.2,1533,5.2903,2.2571,0.9151,3.4164,0.00041323,5.59E-08,0.93243,2.6597,0.76314,0.010278,0.32341,1.494,0.71124,0.0072628,0.064008,2.4403,0.014929,4.07E-05,-0.50031,2.2602,53.882,761.76,0.42885,1.3017,3.2204,0.17191,1.3488,2.8193,0.016466,5.54E-06,0.33884,2.5386,0.00051881,0.012442,-0.032562,2.5687,-0.00020165,0.0039383,0.042836,2.7955,0.037392
0.01,1488,4.6452,0.87468,0.75907,1.5762,0.00042531,5.61E-09,0.75907,1.5762,0.72672,0.0053708,0.75907,1.5762,0.57555,0.006565,0.75907,1.5762,0.018406,5.08E-05,0.28483,3.051,55.186,876.87,0.32474,1.1055,3.4878,0.24998,0.048795,1.0024,0.018061,4.08E-06,0.7366,1.5426,0.0054926,0.025325,-0.080247,1.3484,5.07E-07,0.0015158,-0.0010154,8.3608,0.0019457
0.05,1488,4.6452,0.87468,0.75907,1.5762,0.00042531,5.61E-09,0.75907,1.5762,0.72672,0.0053708,0.75907,1.5762,0.57555,0.006565,0.75907,1.5762,0.018406,5.08E-05,0.28483,3.051,55.186,876.87,0.32474,1.1055,3.4878,0.24998,0.048795,1.0024,0.018061,4.08E-06,0.7366,1.5426,0.0054926,0.025325,-0.080247,1.3484,5.07E-07,0.0015158,-0.0010154,8.3608,0.009939
0.1,1488,4.6452,0.87468,0.75907,1.5762,0.00042531,5.61E-09,0.75907,1.5762,0.72672,0.0053708,0.75907,1.5762,0.57555,0.006565,0.75907,1.5762,0.018406,5.08E-05,0.28483,3.051,55.186,876.87,0.32474,1.1055,3.4878,0.24998,0.048795,1.0024,0.018061,4.08E-06,0.7366,1.5426,0.0054926,0.025325,-0.080247,1.3484,5.07E-07,0.0015158,-0.0010154,8.3608,0.020414
0.15,1488,4.6452,0.87468,0.75907,1.5762,0.00042531,5.61E-09,0.75907,1.5762,0.72672,0.0053708,0.75907,1.5762,0.57555,0.006565,0.75907,1.5762,0.018406,5.08E-05,0.28483,3.051,55.186,876.87,0.32474,1.1055,3.4878,0.24998,0.048795,1.0024,0.018061,4.08E-06,0.7366,1.5426,0.0054926,0.025325,-0.080247,1.3484,5.07E-07,0.0015158,-0.0010154,8.3608,0.031548
0.2,1488,4.6452,0.87468,0.75907,1.5762,0.00042531,5.61E-09,0.75907,1.5762,0.72672,0.0053708,0.75907,1.5762,0.57555,0.006565,0.75907,1.5762,0.018406,5.08E-05,0.28483,3.051,55.186,876.87,0.32474,1.1055,3.4878,0.24998,0.048795,1.0024,0.018061,4.08E-06,0.7366,1.5426,0.0054926,0.025325,-0.080247,1.3484,5.07E-07,0.0015158,-0.0010154,8.3608,0.043498
0.01,672,4.9092,1.3464,0.79569,2.3241,0.00094342,3.58E-08,0.39313,1.8228,0.73452,0.0053087,0.57854,1.4896,0.58247,0.0066779,0.54795,1.7239,0.026025,0.00012547,0.083516,2.8874,54.071,819.28,0.35973,1.176,3.377,0.23512,0.50738,1.2574,0.02588,1.00E-05,0.48814,1.8959,-0.0013291,0.018111,-0.015879,1.7452,-0.00018914,0.0039281,0.025574,3.7278,0.00037878
0.05,672,4.9092,1.3464,0.79569,2.3241,0.00094342,3.58E-08,0.39313,1.8228,0.73452,0.0053087,0.57854,1.4896,0.58247,0.0066779,0.54795,1.7239,0.026025,0.00012547,0.083516,2.8874,54.071,819.28,0.35973,1.176,3.377,0.23512,0.50738,1.2574,0.02588,1.00E-05,0.48814,1.8959,-0.0013291,0.018111,-0.015879,1.7452,-0.00018914,0.0039281,0.025574,3.7278,0.0062527
0.1,672,4.9092,1.3464,0.79569,2.3241,0.00094342,3.58E-08,0.39313,1.8228,0.73452,0.0053087,0.57854,1.4896,0.58247,0.0066779,0.54795,1.7239,0.026025,0.00012547,0.083516,2.8874,54.071,819.28,0.35973,1.176,3.377,0.23512,0.50738,1.2574,0.02588,1.00E-05,0.48814,1.8959,-0.0013291,0.018111,-0.015879,1.7452,-0.00018914,0.0039281,0.025574,3.7278,0.017518
0.15,672,4.9092,1.3464,0.79569,2.3241,0.00094342,3.58E-08,0.39313,1.8228,0.73452,0.0053087,0.57854,1.4896,0.58247,0.0066779,0.54795,1.7239,0.026025,0.00012547,0.083516,2.8874,54.071,819.28,0.35973,1.176,3.377,0.23512,0.50738,1.2574,0.02588,1.00E-05,0.48814,1.8959,-0.0013291,0.018111,-0.015879,1.7452,-0.00018914,0.0039281,0.025574,3.7278,0.029824
0.2,672,4.9092,1.3464,0.79569,2.3241,0.00094342,3.58E-08,0.39313,1.8228,0.73452,0.0053087,0.57854,1.4896,0.58247,0.0066779,0.54795,1.7239,0.026025,0.00012547,0.083516,2.8874,54.071,819.28,0.35973,1.176,3.377,0.23512,0.50738,1.2574,0.02588,1.00E-05,0.48814,1.8959,-0.0013291,0.018111,-0.015879,1.7452,-0.00018914,0.0039281,0.025574,3.7278,0.042823
0.01,1276,5.4099,2.1746,0.64785,2.4544,0.00050365,1.94E-08,0.092697,2.4316,0.74713,0.0057068,0.23273,1.5063,0.58732,0.0083725,0.17488,2.4043,0.016886,7.36E-05,0.10388,2.4385,54.168,746.68,0.39715,1.3099,3.1888,0.15864,1.762,4.928,0.018004,7.14E-06,0.31971,1.9938,-0.0030632,0.013012,0.020243,2.1836,-0.00021905,0.0035188,0.014997,3.2764,1.20E-05
0.05,1276,5.4099,2.1746,0.64785,2.4544,0.00050365,1.94E-08,0.092697,2.4316,0.74713,0.0057068,0.23273,1.5063,0.58732,0.0083725,0.17488,2.4043,0.016886,7.36E-05,0.10388,2.4385,54.168,746.68,0.39715,1.3099,3.1888,0.15864,1.762,4.928,0.018004,7.14E-06,0.31971,1.9938,-0.0030632,0.013012,0.020243,2.1836,-0.00021905,0.0035188,0.014997,3.2764,0.0013173
0.1,1276,5.4099,2.1746,0.64785,2.4544,0.00050365,1.94E-08,0.092697,2.4316,0.74713,0.0057068,0.23273,1.5063,0.58732,0.0083725,0.17488,2.4043,0.016886,7.36E-05,0.10388,2.4385,54.168,746.68,0.39715,1.3099,3.1888,0.15864,1.762,4.928,0.018004,7.14E-06,0.31971,1.9938,-0.0030632,0.013012,0.020243,2.1836,-0.00021905,0.0035188,0.014997,3.2764,0.0076278
0.15,1276,5.4099,2.1746,0.64785,2.4544,0.00050365,1.94E-08,0.092697,2.4316,0.74713,0.0057068,0.23273,1.5063,0.58732,0.0083725,0.17488,2.4043,0.016886,7.36E-05,0.10388,2.4385,54.168,746.68,0.39715,1.3099,3.1888,0.15864,1.762,4.928,0.018004,7.14E-06,0.31971,1.9938,-0.0030632,0.013012,0.020243,2.1836,-0.00021905,0.0035188,0.014997,3.2764,0.018014
0.2,1276,5.4099,2.1746,0.64785,2.4544,0.00050365,1.94E-08,0.092697,2.4316,0.74713,0.0057068,0.23273,1.5063,0.58732,0.0083725,0.17488,2.4043,0.016886,7.36E-05,0.10388,2.4385,54.168,746.68,0.39715,1.3099,3.1888,0.15864,1.762,4.928,0.018004,7.14E-06,0.31971,1.9938,-0.0030632,0.013012,0.020243,2.1836,-0.00021905,0.0035188,0.014997,3.2764,0.030698
0.01,829,5.1037,4.2259,0.79181,2.2918,0.00078795,5.07E-07,0.73383,1.5676,0.73571,0.017763,0.45785,1.5434,0.86798,0.0083119,-1.2369,4.7436,0.020086,6.55E-05,-1.0804,2.735,46.502,653.67,0.54013,2.0023,3.2699,0.19721,1.0367,2.0747,0.019237,3.95E-05,0.54595,1.6946,0.00081044,0.013303,0.044776,2.9811,-0.00034174,0.006355,0.073432,2.8004,1.31E-05
0.05,829,5.1037,4.2259,0.79181,2.2918,0.00078795,5.07E-07,0.73383,1.5676,0.73571,0.017763,0.45785,1.5434,0.86798,0.0083119,-1.2369,4.7436,0.020086,6.55E-05,-1.0804,2.735,46.502,653.67,0.54013,2.0023,3.2699,0.19721,1.0367,2.0747,0.019237,3.95E-05,0.54595,1.6946,0.00081044,0.013303,0.044776,2.9811,-0.00034174,0.006355,0.073432,2.8004,0.0014728
0.1,829,5.1037,4.2259,0.79181,2.2918,0.00078795,5.07E-07,0.73383,1.5676,0.73571,0.017763,0.45785,1.5434,0.86798,0.0083119,-1.2369,4.7436,0.020086,6.55E-05,-1.0804,2.735,46.502,653.67,0.54013,2.0023,3.2699,0.19721,1.0367,2.0747,0.019237,3.95E-05,0.54595,1.6946,0.00081044,0.013303,0.044776,2.9811,-0.00034174,0.006355,0.073432,2.8004,0.0088879
0.15,829,5.1037,4.2259,0.79181,2.2918,0.00078795,5.07E-07,0.73383,1.5676,0.73571,0.017763,0.45785,1.5434,0.86798,0.0083119,-1.2369,4.7436,0.020086,6.55E-05,-1.0804,2.735,46.502,653.67,0.54013,2.0023,3.2699,0.19721,1.0367,2.0747,0.019237,3.95E-05,0.54595,1.6946,0.00081044,0.013303,0.044776,2.9811,-0.00034174,0.006355,0.073432,2.8004,0.021752
0.2,829,5.1037,4.2259,0.79181,2.2918,0.00078795,5.07E-07,0.73383,1.5676,0.73571,0.017763,0.45785,1.5434,0.86798,0.0083119,-1.2369,4.7436,0.020086,6.55E-05,-1.0804,2.735,46.502,653.67,0.54013,2.0023,3.2699,0.19721,1.0367,2.0747,0.019237,3.95E-05,0.54595,1.6946,0.00081044,0.013303,0.044776,2.9811,-0.00034174,0.006355,0.073432,2.8004,0.038039
